onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
4935	1	84	C	0	2	2	1	1	56	54	210	54b	1645/2	1/24	6
4936	1	82	B	-1	2	2	1	1	56	54	210	54b	2468/3	1/24	5
4937	1	81	A	0	2	2	1	1	56	54	210	54b	4937/6	1/24	5
4938	6	54	G	-1	2	2	2	1	56	54	210	54b	823	1/4	3
4938	6	58	B	-1	2	2	2	1	56	54	210	54b	823	1/4	3
4938	6	61	D	-1	2	2	2	1	56	54	210	54b	823	1/4	4
4938	6	64	E	0	2	2	2	1	56	54	210	54b	823	1/4	4
4938	6	82	B	-1	2	2	1	1	56	54	210	54b	823	1/4	5
4944	6	54	G	-1	2	2	2	1	56	54	210	54b	824	1/4	3
4944	6	58	B	-1	2	2	2	1	56	54	210	54b	824	1/4	3
4944	6	61	D	-1	2	2	2	1	56	54	210	54b	824	1/4	4
4944	6	64	E	0	2	2	2	1	56	54	210	54b	824	1/4	4
4950	3	53	F	0	2	2	2	1	57	55	211	55b	825	1/8	3
4950	6	81	A	0	2	2	1	1	57	55	211	55b	825	1/4	5
4953	3	65	F	0	2	2	2	1	57	55	211	55b	1651/2	1/8	4
4956	3	53	F	0	2	2	2	1	57	55	211	55b	826	1/8	3
4959	3	65	F	0	2	2	2	1	57	55	211	55b	1653/2	1/8	4
4962	3	53	F	0	2	2	2	1	57	55	211	55b	827	1/8	3
4965	3	65	F	0	2	2	2	1	57	55	211	55b	1655/2	1/8	4
4968	3	53	F	0	2	2	2	1	57	55	211	55b	828	1/8	3
4968	6	78	G	-1	2	2	1	1	57	55	211	55b	828	1/4	5
4971	3	65	F	0	2	2	2	1	57	55	211	55b	1657/2	1/8	4
4974	3	53	F	0	2	2	2	1	58	56	212	56b	829	1/8	3
4974	6	77	F	0	2	2	1	1	58	56	212	56b	829	1/4	5
4977	3	65	F	0	2	2	2	1	58	56	212	56b	1659/2	1/8	4
4980	3	53	F	0	2	2	2	1	58	56	212	56b	830	1/8	3
4980	6	75	E	-1	2	2	1	1	58	56	212	56b	830	1/4	5
4983	3	65	F	0	2	2	2	1	58	56	212	56b	1661/2	1/8	4
4986	3	53	F	0	2	2	2	1	58	56	212	56b	831	1/8	3
4986	6	72	C	0	2	2	1	1	58	56	212	56b	831	1/4	5
4989	3	65	F	0	2	2	2	1	58	56	212	56b	1663/2	1/8	4
4992	3	53	F	0	2	2	2	1	58	56	212	56b	832	1/8	3
4992	6	69	A	0	2	2	1	1	58	56	212	56b	832	1/4	4
4995	3	65	F	0	2	2	2	1	58	56	212	56b	1665/2	1/8	4
4998	6	53	F	0	2	2	2	2	59	57	213	57b	833	1/4	3
4998	12	63	E	-1	2	2	2	1	59	57	213	57b	833	1/2	4
4998	9	66	G	-1	2	2	1	1	59	57	213	57b	833	3/8	4
5004	6	53	F	0	2	2	2	2	59	57	213	57b	834	1/4	3
5007	3	65	F	0	2	2	1	1	59	57	213	57b	1669/2	1/8	4
5010	3	53	F	0	2	2	2	2	59	57	213	57b	835	1/8	3
5010	6	61	D	-1	2	2	2	1	59	57	213	57b	835	1/4	4
5010	6	70	B	-1	2	2	1	1	59	57	213	57b	835	1/4	4
5013	3	65	F	0	2	2	2	2	59	57	213	57b	1671/2	1/8	4
5016	3	53	F	0	2	2	2	2	59	57	213	57b	836	1/8	3
5016	6	78	G	-1	2	2	1	1	59	57	213	57b	836	1/4	5
5019	3	65	F	0	2	2	2	2	59	57	213	57b	1673/2	1/8	4
5022	3	53	F	0	2	2	2	1	60	58	214	58b	837	1/8	3
5022	6	77	F	0	2	2	1	1	60	58	214	58b	837	1/4	5
5025	3	65	F	0	2	2	2	1	60	58	214	58b	1675/2	1/8	4
5028	3	53	F	0	2	2	2	1	60	58	214	58b	838	1/8	3
5028	6	75	E	-1	2	2	1	1	60	58	214	58b	838	1/4	5
5031	3	65	F	0	2	2	2	1	60	58	214	58b	1677/2	1/8	4
5034	3	53	F	0	2	2	2	1	60	58	214	58b	839	1/8	3
5034	6	72	C	0	2	2	1	1	60	58	214	58b	839	1/4	5
5037	3	65	F	0	2	2	2	1	60	58	214	58b	1679/2	1/8	4
5040	3	53	F	0	2	2	2	1	60	58	214	58b	840	1/8	3
5040	6	69	A	0	2	2	1	1	60	58	214	58b	840	1/4	4
5043	3	65	F	0	2	2	2	1	60	58	214	58b	1681/2	1/8	4
5046	6	53	F	0	2	2	2	2	61	59	215	59b	841	1/4	3
5046	12	63	E	-1	2	2	2	1	61	59	215	59b	841	1/2	4
5046	9	66	G	-1	2	2	1	1	61	59	215	59b	841	3/8	4
5052	6	53	F	0	2	2	2	2	61	59	215	59b	842	1/4	3
5055	3	65	F	0	2	2	1	1	61	59	215	59b	1685/2	1/8	4
5058	3	53	F	0	2	2	2	2	61	59	215	59b	843	1/8	3
5058	6	61	D	-1	2	2	2	1	61	59	215	59b	843	1/4	4
5058	6	70	B	-1	2	2	1	1	61	59	215	59b	843	1/4	4
5061	3	65	F	0	2	2	2	2	61	59	215	59b	1687/2	1/8	4
5064	3	53	F	0	2	2	2	2	61	59	215	59b	844	1/8	3
5064	6	78	G	-1	2	2	1	1	61	59	215	59b	844	1/4	5
5067	3	65	F	0	2	2	2	2	61	59	215	59b	1689/2	1/8	4
5070	3	53	F	0	2	2	2	1	62	60	216	60b	845	1/8	3
5070	6	77	F	0	2	2	1	1	62	60	216	60b	845	1/4	5
5073	3	65	F	0	2	2	2	1	62	60	216	60b	1691/2	1/8	4
5076	3	53	F	0	2	2	2	1	62	60	216	60b	846	1/8	3
5076	6	75	E	-1	2	2	1	1	62	60	216	60b	846	1/4	5
5079	3	65	F	0	2	2	2	1	62	60	216	60b	1693/2	1/8	4
5082	3	63	E	-1	2	2	2	1	62	60	216	60b	847	1/8	4
5082	6	72	C	0	2	2	1	1	62	60	216	60b	847	1/4	5
5085	3	65	F	0	2	2	2	1	62	60	216	60b	1695/2	1/8	4
5088	3	63	E	-1	2	2	2	1	62	60	216	60b	848	1/8	4
5088	6	69	A	0	2	2	1	1	62	60	216	60b	848	1/4	4
5091	3	65	F	0	2	2	2	1	62	60	216	60b	1697/2	1/8	4
5094	3	61	D	-1	2	2	2	1	63	61	217	61b	849	1/8	4
5097	3	65	F	0	2	2	2	1	63	61	217	61b	1699/2	1/8	4
5097	3	69	A	0	2	2	1	1	63	61	217	61b	1699/2	1/8	4
5100	3	61	D	-1	2	2	2	1	63	61	217	61b	850	1/8	4
5100	3	72	C	0	2	2	1	1	63	61	217	61b	850	1/8	5
5103	3	65	F	0	2	2	2	1	63	61	217	61b	1701/2	1/8	4
5103	3	70	B	-1	2	2	1	1	63	61	217	61b	1701/2	1/8	4
5106	3	60	C	0	2	2	2	1	63	61	217	61b	851	1/8	4
5109	3	65	F	0	2	2	2	1	63	61	217	61b	1703/2	1/8	4
5109	3	70	B	-1	2	2	1	1	63	61	217	61b	1703/2	1/8	4
5112	3	60	C	0	2	2	2	1	63	61	217	61b	852	1/8	4
5112	3	73	D	-1	2	2	1	1	63	61	217	61b	852	1/8	5
5115	3	65	F	0	2	2	2	1	63	61	217	61b	1705/2	1/8	4
5115	3	72	C	0	2	2	1	1	63	61	217	61b	1705/2	1/8	5
5118	3	58	B	-1	2	2	2	1	64	62	218	62b	853	1/8	3
5121	3	65	F	0	2	2	2	1	64	62	218	62b	1707/2	1/8	4
5121	3	72	C	0	2	2	1	1	64	62	218	62b	1707/2	1/8	5
5124	3	58	B	-1	2	2	2	1	64	62	218	62b	854	1/8	3
5124	3	75	E	-1	2	2	1	1	64	62	218	62b	854	1/8	5
5127	3	65	F	0	2	2	2	1	64	62	218	62b	1709/2	1/8	4
5127	3	73	D	-1	2	2	1	1	64	62	218	62b	1709/2	1/8	5
5130	3	56	A	-1	2	2	2	1	64	62	218	62b	855	1/8	3
5133	3	66	F	1	2	2	2	1	64	62	218	62b	1711/2	1/8	4
5133	3	71	B	0	2	2	1	1	64	62	218	62b	1711/2	1/8	4
5136	3	56	A	-1	2	2	2	1	64	62	218	62b	856	1/8	3
5136	3	74	D	0	2	2	1	1	64	62	218	62b	856	1/8	5
5139	3	66	F	1	2	2	2	1	64	62	218	62b	1713/2	1/8	4
5139	3	72	C	0	2	2	1	1	64	62	218	62b	1713/2	1/8	5
5142	3	55	G	0	2	2	2	1	65	63	219	63b	857	1/8	3
5142	6	71	B	0	2	2	1	1	65	63	219	63b	857	1/4	4
5145	3	67	G	0	2	2	2	1	65	63	219	63b	1715/2	1/8	4
5148	3	55	G	0	2	2	2	1	65	63	219	63b	858	1/8	3
5151	3	67	G	0	2	2	2	1	65	63	219	63b	1717/2	1/8	4
5154	3	55	G	0	2	2	2	1	65	63	219	63b	859	1/8	3
5157	3	67	G	0	2	2	2	1	65	63	219	63b	1719/2	1/8	4
5160	3	55	G	0	2	2	2	1	65	63	219	63b	860	1/8	3
5160	6	80	A	-1	2	2	1	1	65	63	219	63b	860	1/4	5
5163	3	67	G	0	2	2	2	1	65	63	219	63b	1721/2	1/8	4
5166	3	55	G	0	2	2	2	1	66	64	220	64b	861	1/8	3
5166	6	79	G	0	2	2	1	1	66	64	220	64b	861	1/4	5
5169	3	67	G	0	2	2	2	1	66	64	220	64b	1723/2	1/8	4
5172	3	55	G	0	2	2	2	1	66	64	220	64b	862	1/8	3
5172	6	77	F	0	2	2	1	1	66	64	220	64b	862	1/4	5
5175	3	67	G	0	2	2	2	1	66	64	220	64b	1725/2	1/8	4
5178	3	55	G	0	2	2	2	1	66	64	220	64b	863	1/8	3
5178	6	74	D	0	2	2	1	1	66	64	220	64b	863	1/4	5
5181	3	67	G	0	2	2	2	1	66	64	220	64b	1727/2	1/8	4
5184	3	55	G	0	2	2	2	1	66	64	220	64b	864	1/8	3
5184	6	71	B	0	2	2	1	1	66	64	220	64b	864	1/4	4
5187	3	67	G	0	2	2	2	1	66	64	220	64b	1729/2	1/8	4
5190	6	55	G	0	2	2	2	2	67	65	221	65b	865	1/4	3
5190	12	65	F	0	2	2	2	1	67	65	221	65b	865	1/2	4
5190	9	68	A	-1	2	2	1	1	67	65	221	65b	865	3/8	4
5196	6	55	G	0	2	2	2	2	67	65	221	65b	866	1/4	3
5199	3	67	G	0	2	2	1	1	67	65	221	65b	1733/2	1/8	4
5202	3	55	G	0	2	2	2	2	67	65	221	65b	867	1/8	3
5202	6	63	E	-1	2	2	2	1	67	65	221	65b	867	1/4	4
5202	6	72	C	0	2	2	1	1	67	65	221	65b	867	1/4	5
5205	3	67	G	0	2	2	2	2	67	65	221	65b	1735/2	1/8	4
5208	3	55	G	0	2	2	2	2	67	65	221	65b	868	1/8	3
5208	6	80	A	-1	2	2	1	1	67	65	221	65b	868	1/4	5
5211	3	67	G	0	2	2	2	2	67	65	221	65b	1737/2	1/8	4
5214	3	55	G	0	2	2	2	1	68	66	222	66b	869	1/8	3
5214	6	79	G	0	2	2	1	1	68	66	222	66b	869	1/4	5
5217	3	67	G	0	2	2	2	1	68	66	222	66b	1739/2	1/8	4
5220	3	55	G	0	2	2	2	1	68	66	222	66b	870	1/8	3
5220	6	77	F	0	2	2	1	1	68	66	222	66b	870	1/4	5
5223	3	67	G	0	2	2	2	1	68	66	222	66b	1741/2	1/8	4
5226	3	55	G	0	2	2	2	1	68	66	222	66b	871	1/8	3
5226	6	74	D	0	2	2	1	1	68	66	222	66b	871	1/4	5
5229	3	67	G	0	2	2	2	1	68	66	222	66b	1743/2	1/8	4
5232	3	55	G	0	2	2	2	1	68	66	222	66b	872	1/8	3
5232	6	71	B	0	2	2	1	1	68	66	222	66b	872	1/4	4
5235	3	67	G	0	2	2	2	1	68	66	222	66b	1745/2	1/8	4
5238	6	55	G	0	2	2	2	2	69	67	223	67b	873	1/4	3
5238	12	65	F	0	2	2	2	1	69	67	223	67b	873	1/2	4
5238	9	68	A	-1	2	2	1	1	69	67	223	67b	873	3/8	4
5244	6	55	G	0	2	2	2	2	69	67	223	67b	874	1/4	3
5247	3	67	G	0	2	2	1	1	69	67	223	67b	1749/2	1/8	4
5250	6	55	G	0	2	2	2	2	69	67	223	67b	875	1/4	3
5250	6	63	E	-1	2	2	2	1	69	67	223	67b	875	1/4	4
5250	6	72	C	0	2	2	1	1	69	67	223	67b	875	1/4	5
5256	6	56	A	-1	2	2	2	1	69	67	223	67b	876	1/4	3
5256	3	65	F	0	2	2	1	1	69	67	223	67b	876	1/8	4
5259	3	62	D	0	2	2	1	1	69	67	223	67b	1753/2	1/8	4
5262	6	55	G	0	2	2	2	1	70	68	224	68b	877	1/4	3
5262	3	65	F	0	2	2	1	1	70	68	224	68b	877	1/8	4
5265	3	62	D	0	2	2	1	1	70	68	224	68b	1755/2	1/8	4
5268	6	53	F	0	2	2	2	1	70	68	224	68b	878	1/4	3
5268	3	65	F	0	2	2	1	1	70	68	224	68b	878	1/8	4
5271	3	62	D	0	2	2	1	1	70	68	224	68b	1757/2	1/8	4
5274	6	50	D	0	2	2	2	1	70	68	224	68b	879	1/4	3
5274	3	65	F	0	2	2	1	1	70	68	224	68b	879	1/8	4
5277	3	62	D	0	2	2	1	1	70	68	224	68b	1759/2	1/8	4
5280	6	47	B	0	2	2	2	1	70	68	224	68b	880	1/4	2
5280	3	65	F	0	2	2	1	1	70	68	224	68b	880	1/8	4
5283	3	62	D	0	2	2	1	1	70	68	224	68b	1761/2	1/8	4
5286	9	44	A	-1	2	2	2	1	71	69	225	69b	881	3/8	2
5286	3	65	F	0	2	2	1	2	71	69	225	69b	881	1/8	4
5289	3	62	D	0	2	2	1	2	71	69	225	69b	1763/2	1/8	4
5292	3	65	F	0	2	2	1	2	71	69	225	69b	882	1/8	4
5292	6	71	B	0	2	2	1	1	71	69	225	69b	882	1/4	4
5295	3	43	G	0	2	2	2	1	71	69	225	69b	1765/2	1/8	2
5295	3	62	D	0	2	2	1	2	71	69	225	69b	1765/2	1/8	4
5298	6	48	C	0	2	2	2	1	71	69	225	69b	883	1/4	3
5298	3	63	E	-1	2	2	1	2	71	69	225	69b	883	1/8	4
5298	6	72	C	0	2	2	1	1	71	69	225	69b	883	1/4	5
5301	3	60	C	0	2	2	1	2	71	69	225	69b	1767/2	1/8	4
5304	6	54	G	-1	2	2	2	1	71	69	225	69b	884	1/4	3
5304	3	63	E	-1	2	2	1	2	71	69	225	69b	884	1/8	4
5307	3	60	C	0	2	2	1	2	71	69	225	69b	1769/2	1/8	4
5310	6	53	F	0	2	2	2	1	72	70	226	70b	885	1/4	3
5310	3	63	E	-1	2	2	1	2	72	70	226	70b	885	1/8	4
5313	3	60	C	0	2	2	1	2	72	70	226	70b	1771/2	1/8	4
5316	6	51	E	-1	2	2	2	1	72	70	226	70b	886	1/4	3
5316	3	63	E	-1	2	2	1	2	72	70	226	70b	886	1/8	4
5319	3	60	C	0	2	2	1	2	72	70	226	70b	1773/2	1/8	4
5322	6	48	C	0	2	2	2	1	72	70	226	70b	887	1/4	3
5322	3	63	E	-1	2	2	1	2	72	70	226	70b	887	1/8	4
5325	3	60	C	0	2	2	1	2	72	70	226	70b	1775/2	1/8	4
5328	6	45	A	0	2	2	2	1	72	70	226	70b	888	1/4	2
5328	3	63	E	-1	2	2	1	2	72	70	226	70b	888	1/8	4
5331	3	60	C	0	2	2	1	2	72	70	226	70b	1777/2	1/8	4
5334	9	42	G	-1	2	2	2	1	73	71	227	71b	889	3/8	2
5334	3	63	E	-1	2	2	1	2	73	71	227	71b	889	1/8	4
5337	3	60	C	0	2	2	1	2	73	71	227	71b	1779/2	1/8	4
5340	3	63	E	-1	2	2	1	2	73	71	227	71b	890	1/8	4
5340	6	69	A	0	2	2	1	1	73	71	227	71b	890	1/4	4
5343	3	41	F	0	2	2	2	1	73	71	227	71b	1781/2	1/8	2
5343	3	60	C	0	2	2	1	2	73	71	227	71b	1781/2	1/8	4
5346	6	46	B	-1	2	2	2	1	73	71	227	71b	891	1/4	2
5346	3	61	D	-1	2	2	1	2	73	71	227	71b	891	1/8	4
5346	6	70	B	-1	2	2	1	1	73	71	227	71b	891	1/4	4
5349	3	58	B	-1	2	2	1	2	73	71	227	71b	1783/2	1/8	3
5352	6	52	F	-1	2	2	2	1	73	71	227	71b	892	1/4	3
5352	3	61	D	-1	2	2	1	2	73	71	227	71b	892	1/8	4
5355	3	58	B	-1	2	2	1	2	73	71	227	71b	1785/2	1/8	3
5358	6	51	E	-1	2	2	2	1	74	72	228	72b	893	1/4	3
5358	3	61	D	-1	2	2	1	2	74	72	228	72b	893	1/8	4
5361	3	58	B	-1	2	2	1	2	74	72	228	72b	1787/2	1/8	3
5364	6	49	D	-1	2	2	2	1	74	72	228	72b	894	1/4	3
5364	3	61	D	-1	2	2	1	2	74	72	228	72b	894	1/8	4
5367	3	58	B	-1	2	2	1	2	74	72	228	72b	1789/2	1/8	3
5370	6	46	B	-1	2	2	2	1	74	72	228	72b	895	1/4	2
5370	3	61	D	-1	2	2	1	2	74	72	228	72b	895	1/8	4
5373	3	58	B	-1	2	2	1	2	74	72	228	72b	1791/2	1/8	3
5376	6	43	G	0	2	2	2	1	74	72	228	72b	896	1/4	2
5376	3	61	D	-1	2	2	1	2	74	72	228	72b	896	1/8	4
5379	3	58	B	-1	2	2	1	2	74	72	228	72b	1793/2	1/8	3
5382	6	40	F	-1	2	2	2	1	75	73	229	73b	897	1/4	2
5382	3	61	D	-1	2	2	1	2	75	73	229	73b	897	1/8	4
5385	3	58	B	-1	2	2	1	2	75	73	229	73b	1795/2	1/8	3
5388	12	39	E	-1	2	2	2	1	75	73	229	73b	898	1/2	2
5388	3	61	D	-1	2	2	1	2	75	73	229	73b	898	1/8	4
5391	3	58	B	-1	2	2	1	2	75	73	229	73b	1797/2	1/8	3
5394	3	61	D	-1	2	2	1	2	75	73	229	73b	899	1/8	4
5394	12	67	G	0	2	2	1	1	75	73	229	73b	899	1/2	4
5397	3	58	B	-1	2	2	1	2	75	73	229	73b	1799/2	1/8	3
5400	6	51	E	-1	2	2	2	1	75	73	229	73b	900	1/4	3
5400	3	61	D	-1	2	2	1	2	75	73	229	73b	900	1/8	4
5403	3	58	B	-1	2	2	1	2	75	73	229	73b	1801/2	1/8	3
5406	6	51	E	-1	2	2	2	1	76	74	230	74b	901	1/4	3
5406	3	60	C	0	2	2	1	2	76	74	230	74b	901	1/8	4
5409	3	56	A	-1	2	2	1	2	76	74	230	74b	1803/2	1/8	3
5412	12	48	C	0	2	2	2	1	76	74	230	74b	902	1/2	3
5412	3	63	E	-1	2	2	1	2	76	74	230	74b	902	1/8	4
5415	3	56	A	-1	2	2	1	2	76	74	230	74b	1805/2	1/8	3
5418	3	63	E	-1	2	2	1	2	76	74	230	74b	903	1/8	4
5418	12	68	A	-1	2	2	1	1	76	74	230	74b	903	1/2	4
5421	3	56	A	-1	2	2	1	2	76	74	230	74b	1807/2	1/8	3
5424	6	36	C	0	2	2	2	1	76	74	230	74b	904	1/4	2
5424	3	63	E	-1	2	2	1	2	76	74	230	74b	904	1/8	4
5427	3	56	A	-1	2	2	1	2	76	74	230	74b	1809/2	1/8	3
5430	6	36	C	0	2	2	2	1	77	75	231	75b	905	1/4	2
5430	3	61	D	-1	2	2	1	2	77	75	231	75b	905	1/8	4
5433	3	56	A	-1	2	2	1	2	77	75	231	75b	1811/2	1/8	3
5436	12	37	D	-1	2	2	2	1	77	75	231	75b	906	1/2	2
5436	3	61	D	-1	2	2	1	2	77	75	231	75b	906	1/8	4
5439	3	56	A	-1	2	2	1	2	77	75	231	75b	1813/2	1/8	3
5442	3	61	D	-1	2	2	1	2	77	75	231	75b	907	1/8	4
5442	12	65	F	0	2	2	1	1	77	75	231	75b	907	1/2	4
5445	3	56	A	-1	2	2	1	2	77	75	231	75b	1815/2	1/8	3
5448	6	49	D	-1	2	2	2	1	77	75	231	75b	908	1/4	3
5448	3	61	D	-1	2	2	1	2	77	75	231	75b	908	1/8	4
5451	3	56	A	-1	2	2	1	2	77	75	231	75b	1817/2	1/8	3
5454	6	49	D	-1	2	2	2	1	78	76	232	76b	909	1/4	3
5454	3	61	D	-1	2	2	1	2	78	76	232	76b	909	1/8	4
5457	3	55	G	0	2	2	1	2	78	76	232	76b	1819/2	1/8	3
5460	12	46	B	-1	2	2	2	1	78	76	232	76b	910	1/2	2
5460	3	61	D	-1	2	2	1	2	78	76	232	76b	910	1/8	4
5463	3	55	G	0	2	2	1	2	78	76	232	76b	1821/2	1/8	3
5466	3	61	D	-1	2	2	1	2	78	76	232	76b	911	1/8	4
5466	12	67	G	0	2	2	1	1	78	76	232	76b	911	1/2	4
5469	3	55	G	0	2	2	1	2	78	76	232	76b	1823/2	1/8	3
5472	6	34	B	-1	2	2	2	1	78	76	232	76b	912	1/4	1
5472	3	61	D	-1	2	2	1	2	78	76	232	76b	912	1/8	4
5475	3	55	G	0	2	2	1	2	78	76	232	76b	1825/2	1/8	3
5478	6	34	B	-1	2	2	2	1	79	77	233	77b	913	1/4	1
5478	3	60	C	0	2	2	1	2	79	77	233	77b	913	1/8	4
5481	3	55	G	0	2	2	1	2	79	77	233	77b	1827/2	1/8	3
5484	12	36	C	0	2	2	2	1	79	77	233	77b	914	1/2	2
5484	3	60	C	0	2	2	1	2	79	77	233	77b	914	1/8	4
5487	3	55	G	0	2	2	1	2	79	77	233	77b	1829/2	1/8	3
5490	3	60	C	0	2	2	1	2	79	77	233	77b	915	1/8	4
5490	12	64	E	0	2	2	1	1	79	77	233	77b	915	1/2	4
5493	3	55	G	0	2	2	1	2	79	77	233	77b	1831/2	1/8	3
5496	6	48	C	0	2	2	2	1	79	77	233	77b	916	1/4	3
5496	3	60	C	0	2	2	1	2	79	77	233	77b	916	1/8	4
5499	3	55	G	0	2	2	1	2	79	77	233	77b	1833/2	1/8	3
5502	6	48	C	0	2	2	2	1	80	78	234	78b	917	1/4	3
5502	3	56	A	-1	2	2	1	2	80	78	234	78b	917	1/8	3
5505	3	53	F	0	2	2	1	2	80	78	234	78b	1835/2	1/8	3
5508	12	44	A	-1	2	2	2	1	80	78	234	78b	918	1/2	2
5508	3	60	C	0	2	2	1	2	80	78	234	78b	918	1/8	4
5511	3	53	F	0	2	2	1	2	80	78	234	78b	1837/2	1/8	3
5514	3	60	C	0	2	2	1	2	80	78	234	78b	919	1/8	4
5514	12	65	F	0	2	2	1	1	80	78	234	78b	919	1/2	4
5517	3	53	F	0	2	2	1	2	80	78	234	78b	1839/2	1/8	3
5520	6	32	A	-1	2	2	2	1	80	78	234	78b	920	1/4	1
5520	3	60	C	0	2	2	1	2	80	78	234	78b	920	1/8	4
5523	3	53	F	0	2	2	1	2	80	78	234	78b	1841/2	1/8	3
5526	3	61	D	-1	2	2	1	2	81	79	235	79b	921	1/8	4
5529	3	53	F	0	2	2	1	2	81	79	235	79b	1843/2	1/8	3
5532	12	34	B	-1	2	2	2	1	81	79	235	79b	922	1/2	1
5532	3	61	D	-1	2	2	1	2	81	79	235	79b	922	1/8	4
5535	3	53	F	0	2	2	1	2	81	79	235	79b	1845/2	1/8	3
5538	3	61	D	-1	2	2	1	2	81	79	235	79b	923	1/8	4
5538	12	65	F	0	2	2	1	1	81	79	235	79b	923	1/2	4
5541	3	53	F	0	2	2	1	2	81	79	235	79b	1847/2	1/8	3
5544	6	46	B	-1	2	2	2	1	81	79	235	79b	924	1/4	2
5544	3	61	D	-1	2	2	1	2	81	79	235	79b	924	1/8	4
5547	3	53	F	0	2	2	1	2	81	79	235	79b	1849/2	1/8	3
5550	3	62	D	0	2	2	1	1	82	80	236	80b	925	1/8	4
5553	3	53	F	0	2	2	1	1	82	80	236	80b	1851/2	1/8	3
5556	12	35	B	0	2	2	2	1	82	80	236	80b	926	1/2	1
5556	3	56	A	-1	2	2	1	1	82	80	236	80b	926	1/8	3
5556	3	62	D	0	2	2	1	1	82	80	236	80b	926	1/8	4
5556	3	65	F	0	2	2	1	1	82	80	236	80b	926	1/8	4
5559	3	53	F	0	2	2	1	1	82	80	236	80b	1853/2	1/8	3
5562	3	56	A	-1	2	2	1	1	82	80	236	80b	927	1/8	3
5562	3	62	D	0	2	2	1	1	82	80	236	80b	927	1/8	4
5562	3	65	F	0	2	2	1	1	82	80	236	80b	927	1/8	4
5565	3	53	F	0	2	2	1	1	82	80	236	80b	1855/2	1/8	3
5568	6	47	B	0	2	2	2	1	82	80	236	80b	928	1/4	2
5568	3	56	A	-1	2	2	1	1	82	80	236	80b	928	1/8	3
5568	3	62	D	0	2	2	1	1	82	80	236	80b	928	1/8	4
5568	3	65	F	0	2	2	1	1	82	80	236	80b	928	1/8	4
5571	3	53	F	0	2	2	1	1	82	80	236	80b	1857/2	1/8	3
5574	3	36	C	0	2	2	2	1	83	81	237	81b	929	1/8	2
5574	6	55	G	0	2	2	1	1	83	81	237	81b	929	1/4	3
5574	6	60	C	0	2	2	1	1	83	81	237	81b	929	1/4	4
5574	6	64	E	0	2	2	1	1	83	81	237	81b	929	1/4	4
5577	3	48	C	0	2	2	2	1	83	81	237	81b	1859/2	1/8	3
5580	3	52	E	0	2	2	2	1	83	81	237	81b	930	1/8	3
5583	3	48	C	0	2	2	2	1	83	81	237	81b	1861/2	1/8	3
5586	3	52	E	0	2	2	2	1	83	81	237	81b	931	1/8	3
5589	3	48	C	0	2	2	2	1	83	81	237	81b	1863/2	1/8	3
5592	3	52	E	0	2	2	2	1	83	81	237	81b	932	1/8	3
5592	6	72	C	0	2	2	1	1	83	81	237	81b	932	1/4	5
5595	3	48	C	0	2	2	2	1	83	81	237	81b	1865/2	1/8	3
5598	3	53	F	0	2	2	2	1	84	82	238	82b	933	1/8	3
5598	6	68	A	-1	2	2	1	1	84	82	238	82b	933	1/4	4
5601	3	48	C	0	2	2	2	1	84	82	238	82b	1867/2	1/8	3
5604	3	53	F	0	2	2	2	1	84	82	238	82b	934	1/8	3
5607	3	48	C	0	2	2	2	1	84	82	238	82b	1869/2	1/8	3
5610	3	53	F	0	2	2	2	1	84	82	238	82b	935	1/8	3
5613	3	48	C	0	2	2	2	1	84	82	238	82b	1871/2	1/8	3
5616	3	56	A	-1	2	2	2	1	84	82	238	82b	936	1/8	3
5616	6	77	F	0	2	2	1	1	84	82	238	82b	936	1/4	5
5619	3	48	C	0	2	2	2	1	84	82	238	82b	1873/2	1/8	3
5622	3	55	G	0	2	2	2	1	85	83	239	83b	937	1/8	3
5622	6	76	E	0	2	2	1	1	85	83	239	83b	937	1/4	5
5625	3	48	C	0	2	2	2	1	85	83	239	83b	1875/2	1/8	3
5628	3	55	G	0	2	2	2	1	85	83	239	83b	938	1/8	3
5631	3	48	C	0	2	2	2	1	85	83	239	83b	1877/2	1/8	3
5634	3	55	G	0	2	2	2	1	85	83	239	83b	939	1/8	3
5637	3	48	C	0	2	2	2	1	85	83	239	83b	1879/2	1/8	3
5640	3	58	B	-1	2	2	2	1	85	83	239	83b	940	1/8	3
5640	6	84	C	0	2	2	1	1	85	83	239	83b	940	1/4	6
5643	3	48	C	0	2	2	2	1	85	83	239	83b	1881/2	1/8	3
5646	3	56	A	-1	2	2	2	1	86	84	240	84b	941	1/8	3
5646	6	77	F	0	2	2	1	1	86	84	240	84b	941	1/4	5
5649	3	48	C	0	2	2	2	1	86	84	240	84b	1883/2	1/8	3
5652	3	60	C	0	2	2	2	1	86	84	240	84b	942	1/8	4
5655	3	48	C	0	2	2	2	1	86	84	240	84b	1885/2	1/8	3
5658	3	59	B	0	2	2	2	1	86	84	240	84b	943	1/8	3
5658	12	77	F	0	2	2	1	1	86	84	240	84b	943	1/2	5
5658	12	89	F	0	2	2	1	1	86	84	240	84b	943	1/2	6
5661	3	48	C	0	2	2	2	1	86	84	240	84b	1887/2	1/8	3
5664	3	62	D	0	2	2	2	1	86	84	240	84b	944	1/8	4
